"Date","Price","Open","High","Low","Vol.","Change %"
"06/01/2002","3.5085","3.4610","3.5205","3.4425","","1.35%"
"05/01/2002","3.4618","3.4250","3.4748","3.4250","","0.87%"
"04/01/2002","3.4320","3.4665","3.4685","3.4200","","-0.33%"
"03/01/2002","3.4435","3.4630","3.4795","3.4370","","-0.79%"
"02/01/2002","3.4710","3.4680","3.4910","3.4480","","-0.12%"
"01/01/2002","3.4750","3.4430","3.4945","3.4330","","1.06%"
"12/01/2001","3.4385","3.4335","3.4475","3.4210","","0.17%"
"11/01/2001","3.4325","3.4370","3.4500","3.4000","","-0.20%"
"10/01/2001","3.4395","3.4750","3.4905","3.4300","","-1.18%"
"09/01/2001","3.4805","3.4790","3.5075","3.4700","","0.03%"
"08/01/2001","3.4795","3.4890","3.5305","3.4740","","-0.29%"
"07/01/2001","3.4895","3.5070","3.5230","3.4800","","-0.51%"
"06/01/2001","3.5075","3.6290","3.6355","3.5010","","-3.40%"
"05/01/2001","3.6310","3.5830","3.6310","3.5830","","1.30%"
"04/01/2001","3.5845","3.5220","3.6040","3.5220","","1.75%"
"03/01/2001","3.5230","3.5203","3.5298","3.5120","","0.08%"
"02/01/2001","3.5201","3.5330","3.5341","3.5180","","-0.38%"
"01/01/2001","3.5335","3.5180","3.5395","3.5100","","0.24%"
"12/01/2000","3.5250","3.5280","3.5421","3.4900","","-0.10%"
"11/01/2000","3.5285","3.5080","3.5510","3.4980","","0.58%"
"10/01/2000","3.5080","3.5000","3.5250","3.4810","","0.04%"
"09/01/2000","3.5065","3.4695","3.5275","3.4640","","1.04%"
"08/01/2000","3.4703","3.4700","3.4877","3.4650","","-0.07%"
"07/01/2000","3.4728","3.4850","3.4878","3.4685","","-0.38%"
"06/01/2000","3.4860","3.4980","3.5020","3.4640","","-0.29%"
"05/01/2000","3.4960","3.4730","3.5271","3.4720","","0.58%"
"04/01/2000","3.4760","3.4780","3.5230","3.4500","","-0.11%"
"03/01/2000","3.4800","3.4340","3.5220","3.3780","","1.31%"
"02/01/2000","3.4350","3.4830","3.4920","3.4230","","-1.43%"
"01/01/2000","3.4850","3.5100","3.5300","3.4650","","-0.67%"
"12/01/1999","3.5085","3.4900","3.5135","3.4540","","0.53%"
"11/01/1999","3.4900","3.4841","3.4945","3.4562","","0.23%"
"10/01/1999","3.4820","3.4680","3.5000","3.4200","","0.55%"
"09/01/1999","3.4630","3.3870","3.4730","3.3835","","2.26%"
"08/01/1999","3.3865","3.3330","3.3895","3.3190","","1.48%"
"07/01/1999","3.3370","3.3290","3.3470","3.3080","","0.17%"
"06/01/1999","3.3315","3.3300","3.3525","3.3280","","-0.02%"
"05/01/1999","3.3320","3.3340","3.3580","3.3150","","-0.10%"
"04/01/1999","3.3355","3.3460","3.3885","3.3300","","0.08%"
"03/01/1999","3.3330","3.3800","3.4170","3.3190","","-2.26%"
"02/01/1999","3.4100","3.3700","3.4900","3.3500","","0.89%"
"01/01/1999","3.3800","3.1610","3.3800","3.1450","","7.11%"
"12/01/1998","3.1555","3.1270","3.1580","3.0780","","0.94%"
"11/01/1998","3.1260","3.0680","3.1280","3.0680","","1.82%"
"10/01/1998","3.0700","3.0550","3.0790","3.0270","","0.52%"
"09/01/1998","3.0542","3.0420","3.0762","3.0130","","0.28%"
"08/01/1998","3.0457","2.9320","3.0513","2.9240","","3.98%"
"07/01/1998","2.9290","2.9290","2.9350","2.9000","","-0.07%"
"06/01/1998","2.9310","2.8650","2.9580","2.8450","","2.33%"
"05/01/1998","2.8643","2.8300","2.8682","2.8220","","1.27%"
"04/01/1998","2.8285","2.8000","2.8325","2.7960","","0.96%"
"03/01/1998","2.8015","2.8150","2.8195","2.7850","","-0.25%"
"02/01/1998","2.8085","2.7750","2.8265","2.7720","","1.10%"
"01/01/1998","2.7780","2.7250","2.7800","2.7000","","1.94%"
"12/01/1997","2.7250","2.7180","2.7340","2.7030","","0.13%"
"11/01/1997","2.7215","2.7050","2.7375","2.7000","","0.24%"
"10/01/1997","2.7150","2.6430","2.7350","2.6300","","2.59%"
"09/01/1997","2.6465","2.6560","2.6595","2.6280","","-0.26%"
"08/01/1997","2.6535","2.6500","2.6645","2.6430","","0.04%"
"07/01/1997","2.6525","2.6500","2.6575","2.6440","","-0.09%"
"06/01/1997","2.6550","2.6640","2.6660","2.6410","","-0.43%"
"05/01/1997","2.6665","2.6620","2.6715","2.6550","","0.04%"
"04/01/1997","2.6655","2.6530","2.6715","2.6510","","0.51%"
"03/01/1997","2.6520","2.6440","2.6520","2.6180","","0.25%"
"02/01/1997","2.6455","2.6490","2.6515","2.6230","","0.02%"
"01/01/1997","2.6450","2.6090","2.6460","2.6090","","1.26%"
"12/01/1996","2.6120","2.5800","2.6130","2.5740","","1.10%"
"11/01/1996","2.5835","2.5840","2.6045","2.5630","","0.23%"
"10/01/1996","2.5775","2.5150","2.5835","2.5050","","2.69%"
"09/01/1996","2.5100","2.4700","2.5150","2.4700","","1.62%"
"08/01/1996","2.4700","2.4610","2.4800","2.4550","","0.20%"
"07/01/1996","2.4650","2.4450","2.4680","2.4300","","0.74%"
"06/01/1996","2.4470","2.4150","2.4590","2.4130","","1.30%"
"05/01/1996","2.4155","2.3680","2.4215","2.3650","","1.77%"
"04/01/1996","2.3735","2.3480","2.3785","2.3470","","0.94%"
"03/01/1996","2.3515","2.3560","2.3625","2.3450","","-0.23%"
"02/01/1996","2.3570","2.3540","2.3630","2.3440","","0.00%"
"01/01/1996","2.3570","2.3050","2.3670","2.3000","","1.92%"
"12/01/1995","2.3125","2.3130","2.3535","2.2900","","-0.73%"
"11/01/1995","2.3295","2.2650","2.3425","2.2650","","2.67%"
"10/01/1995","2.2690","2.2370","2.2700","2.2370","","1.29%"
"09/01/1995","2.2400","2.2380","2.2610","2.2300","","-0.47%"
"08/01/1995","2.2505","2.2200","2.2505","2.2200","","1.10%"
"07/01/1995","2.2260","2.2220","2.2410","2.2200","","0.09%"
"06/01/1995","2.2240","2.2390","2.2540","2.2220","","-0.78%"
"05/01/1995","2.2415","2.2420","2.2615","2.2390","","-0.09%"
"04/01/1995","2.2435","2.2540","2.2815","2.2380","","-0.53%"
"03/01/1995","2.2555","2.2360","2.2645","2.2300","","0.78%"
"02/01/1995","2.2380","2.1890","2.2390","2.1800","","2.12%"
"01/01/1995","2.1915","2.1750","2.2215","2.1690","","0.64%"
"12/01/1994","2.1775","2.1630","2.2035","2.0100","","0.55%"
"11/01/1994","2.1655","2.2220","2.2295","2.1620","","-2.65%"
"10/01/1994","2.2245","2.2400","2.2585","2.1900","","-0.74%"
"09/01/1994","2.2410","2.2400","2.2670","2.2370","","-0.27%"
"08/01/1994","2.2470","2.1900","2.2510","2.1900","","2.28%"
"07/01/1994","2.1970","2.1900","2.2020","2.1880","","0.18%"
"06/01/1994","2.1930","2.1800","2.1970","2.1750","","0.32%"
"05/01/1994","2.1860","2.1820","2.1870","2.1770","","0.46%"
"04/01/1994","2.1760","2.1600","2.1870","2.1600","","0.23%"
"03/01/1994","2.1710","2.1600","2.1820","2.1380","","0.18%"
"02/01/1994","2.1670","2.1600","2.1880","2.1500","","0.12%"
"01/01/1994","2.1645","2.1550","2.1895","2.1450","","0.32%"
"12/01/1993","2.1575","2.1650","2.1805","2.1300","","-0.71%"
"11/01/1993","2.1730","2.1400","2.1820","2.1400","","1.14%"
"10/01/1993","2.1485","2.1100","2.1635","2.1100","","0.94%"
"09/01/1993","2.1285","2.0800","2.1355","2.0550","","1.96%"
"08/01/1993","2.0875","2.0300","2.0875","2.0300","","2.13%"
"07/01/1993","2.0440","2.0200","2.0650","2.0200","","0.84%"
"06/01/1993","2.0270","1.9700","2.0310","1.9700","","2.61%"
