"Date","Price","Open","High","Low","Vol.","Change %"
"11/01/1991","5.4115","5.4115","5.4115","5.4115","","0.32%"
"10/01/1991","5.3944","5.3944","5.3944","5.3944","","0.08%"
"09/01/1991","5.3899","5.3899","5.3899","5.3899","","0.07%"
"08/01/1991","5.3862","5.3862","5.3862","5.3862","","0.48%"
"07/01/1991","5.3605","5.3605","5.3605","5.3605","","-0.16%"
"06/01/1991","5.3690","5.3690","5.3690","5.3690","","0.37%"
"05/01/1991","5.3490","5.3490","5.3490","5.3490","","0.86%"
"04/01/1991","5.3036","5.3036","5.3036","5.3036","","1.31%"
"03/01/1991","5.2352","5.2352","5.2352","5.2352","","0.00%"
"02/01/1991","5.2352","5.2352","5.2352","5.2352","","0.00%"
"01/01/1991","5.2352","5.2352","5.2352","5.2352","","0.00%"
"12/01/1990","5.2352","5.2352","5.2352","5.2352","","0.00%"
"11/01/1990","5.2352","5.2352","5.2352","5.2352","","10.59%"
"10/01/1990","4.7339","4.7339","4.7339","4.7339","","0.00%"
"09/01/1990","4.7339","4.7339","4.7339","4.7339","","0.00%"
"08/01/1990","4.7339","4.7339","4.7339","4.7339","","0.00%"
"07/01/1990","4.7339","4.7339","4.7339","4.7339","","0.00%"
"06/01/1990","4.7339","4.7339","4.7339","4.7339","","0.00%"
"05/01/1990","4.7339","4.7339","4.7339","4.7339","","0.00%"
"04/01/1990","4.7339","4.7339","4.7339","4.7339","","0.00%"
"03/01/1990","4.7339","4.7339","4.7339","4.7339","","0.00%"
"02/01/1990","4.7339","4.7339","4.7339","4.7339","","0.00%"
"01/01/1990","4.7339","4.7339","4.7339","4.7339","","0.00%"
"12/01/1989","4.7339","4.7339","4.7339","4.7339","","26.87%"
"11/01/1989","3.7314","3.7314","3.7314","3.7314","","0.00%"
"10/01/1989","3.7314","3.7314","3.7314","3.7314","","0.00%"
"09/01/1989","3.7314","3.7314","3.7314","3.7314","","0.00%"
"08/01/1989","3.7314","3.7314","3.7314","3.7314","","0.00%"
"07/01/1989","3.7314","3.7314","3.7314","3.7314","","0.00%"
"06/01/1989","3.7314","3.7314","3.7314","3.7314","","0.00%"
"05/01/1989","3.7314","3.7314","3.7314","3.7314","","0.00%"
"04/01/1989","3.7314","3.7314","3.7314","3.7314","","0.00%"
"03/01/1989","3.7314","3.7314","3.7314","3.7314","","0.00%"
"02/01/1989","3.7314","3.7314","3.7314","3.7314","","0.00%"
"01/01/1989","3.7314","3.7314","3.7314","3.7314","","0.00%"
"12/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"11/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"10/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"09/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"08/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"07/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"06/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"05/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"04/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"03/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"02/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"01/01/1988","3.7314","3.7314","3.7314","3.7314","","0.00%"
"12/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"11/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"10/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"09/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"08/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"07/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"06/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"05/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"04/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"03/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"02/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"01/01/1987","3.7314","3.7314","3.7314","3.7314","","0.00%"
"12/01/1986","3.7314","3.7314","3.7314","3.7314","","0.00%"
"11/01/1986","3.7314","3.7314","3.7314","3.7314","","0.00%"
"10/01/1986","3.7314","3.7314","3.7314","3.7314","","0.20%"
"09/01/1986","3.7240","3.7240","3.7240","3.7240","","0.30%"
"08/01/1986","3.7129","3.7129","3.7129","3.7129","","0.00%"
"07/01/1986","3.7129","3.7129","3.7129","3.7129","","15.80%"
"06/01/1986","3.2063","3.2063","3.2063","3.2063","","-0.40%"
"05/01/1986","3.2191","3.2191","3.2191","3.2191","","0.60%"
"04/01/1986","3.1999","3.1999","3.1999","3.1999","","-0.90%"
"03/01/1986","3.2288","3.2288","3.2288","3.2288","","0.40%"
"02/01/1986","3.2159","3.2159","3.2159","3.2159","","0.20%"
"01/01/1986","3.2095","3.2095","3.2095","3.2095","","0.00%"
"12/01/1985","3.2095","3.2095","3.2095","3.2095","","0.00%"
"11/01/1985","3.2095","3.2095","3.2095","3.2095","","0.00%"
"10/01/1985","3.2095","3.2095","3.2095","3.2095","","7.86%"
"09/01/1985","2.9755","2.9755","2.9755","2.9755","","2.01%"
"08/01/1985","2.9168","2.9168","2.9168","2.9168","","1.10%"
"07/01/1985","2.8850","2.8850","2.8850","2.8850","","0.00%"
"06/01/1985","2.8851","2.8851","2.8851","2.8851","","1.20%"
"05/01/1985","2.8508","2.8508","2.8508","2.8508","","-0.30%"
"04/01/1985","2.8593","2.8593","2.8593","2.8593","","1.15%"
"03/01/1985","2.8269","2.8269","2.8269","2.8269","","-0.52%"
"02/01/1985","2.8417","2.8417","2.8417","2.8417","","0.89%"
"01/01/1985","2.8167","2.8167","2.8167","2.8167","","0.50%"
"12/01/1984","2.8027","2.8027","2.8027","2.8027","","0.26%"
"11/01/1984","2.7953","2.7953","2.7953","2.7953","","5.62%"
"10/01/1984","2.6466","2.6466","2.6466","2.6466","","2.80%"
"09/01/1984","2.5746","2.5746","2.5746","2.5746","","6.41%"
"08/01/1984","2.4196","2.4196","2.4196","2.4196","","3.52%"
"07/01/1984","2.3374","2.3374","2.3374","2.3374","","3.75%"
"06/01/1984","2.2529","2.2529","2.2529","2.2529","","1.61%"
"05/01/1984","2.2173","2.2173","2.2173","2.2173","","3.96%"
"04/01/1984","2.1329","2.1329","2.1329","2.1329","","3.34%"
"03/01/1984","2.0639","2.0639","2.0639","2.0639","","0.58%"
"02/01/1984","2.0519","2.0519","2.0519","2.0519","","-1.30%"
"01/01/1984","2.0790","2.0790","2.0790","2.0790","","4.69%"
"12/01/1983","1.9859","1.9859","1.9859","1.9859","","-0.41%"
"11/01/1983","1.9940","1.9940","1.9940","1.9940","","0.50%"
"10/01/1983","1.9840","1.9840","1.9840","1.9840","","0.19%"
"09/01/1983","1.9802","1.9802","1.9802","1.9802","","-0.50%"
"08/01/1983","1.9902","1.9902","1.9902","1.9902","","-0.42%"
"07/01/1983","1.9985","1.9985","1.9985","1.9985","","0.49%"
"06/01/1983","1.9888","1.9888","1.9888","1.9888","","-0.51%"
"05/01/1983","1.9989","1.9989","1.9989","1.9989","","0.40%"
"04/01/1983","1.9909","1.9909","1.9909","1.9909","","-0.41%"
"03/01/1983","1.9991","1.9991","1.9991","1.9991","","1.29%"
"02/01/1983","1.9736","1.9736","1.9736","1.9736","","1.40%"
"01/01/1983","1.9464","1.9464","1.9464","1.9464","","0.98%"
"12/01/1982","1.9275","1.9275","1.9275","1.9275","","-3.17%"
"11/01/1982","1.9906","1.9906","1.9906","1.9906","","-0.70%"
"10/01/1982","2.0046","2.0046","2.0046","2.0046","","1.59%"
"09/01/1982","1.9733","1.9733","1.9733","1.9733","","1.19%"
"08/01/1982","1.9501","1.9501","1.9501","1.9501","","0.98%"
"07/01/1982","1.9312","1.9312","1.9312","1.9312","","-0.24%"
"06/01/1982","1.9358","1.9358","1.9358","1.9358","","5.60%"
"05/01/1982","1.8331","1.8331","1.8331","1.8331","","-0.01%"
"04/01/1982","1.8333","1.8333","1.8333","1.8333","","-2.08%"
"03/01/1982","1.8722","1.8722","1.8722","1.8722","","2.00%"
"02/01/1982","1.8355","1.8355","1.8355","1.8355","","2.11%"
"01/01/1982","1.7975","1.7975","1.7975","1.7975","","2.72%"
"12/01/1981","1.7499","1.7499","1.7499","1.7499","","1.91%"
"11/01/1981","1.7171","1.7171","1.7171","1.7171","","-2.87%"
"10/01/1981","1.7678","1.7678","1.7678","1.7678","","-0.23%"
"09/01/1981","1.7719","1.7719","1.7719","1.7719","","-0.05%"
"08/01/1981","1.7727","1.7727","1.7727","1.7727","","-0.66%"
"07/01/1981","1.7845","1.7845","1.7845","1.7845","","1.91%"
"06/01/1981","1.7511","1.7511","1.7511","1.7511","","0.18%"
"05/01/1981","1.7480","1.7480","1.7480","1.7480","","3.54%"
"04/01/1981","1.6882","1.6882","1.6882","1.6882","","4.44%"
"03/01/1981","1.6165","1.6165","1.6165","1.6165","","-0.09%"
"02/01/1981","1.6179","1.6179","1.6179","1.6179","","1.84%"
