"Date","Price","Open","High","Low","Vol.","Change %"
"10/01/2019","740.60","728.76","742.03","707.92","","1.69%"
"09/01/2019","728.30","721.65","729.30","704.62","","1.04%"
"08/01/2019","720.80","703.58","726.78","702.53","","2.47%"
"07/01/2019","703.40","677.51","704.58","673.83","","3.88%"
"06/01/2019","677.15","709.78","711.01","676.26","","-4.55%"
"05/01/2019","709.46","677.73","715.59","676.40","","4.74%"
"04/01/2019","677.34","680.51","680.91","658.63","","-0.40%"
"03/01/2019","680.05","655.83","686.76","653.91","","3.75%"
"02/01/2019","655.50","655.80","667.71","647.24","","0.01%"
"01/01/2019","655.41","694.00","700.29","652.23","","-5.40%"
"12/01/2018","692.85","671.63","698.47","663.51","","3.20%"
"11/01/2018","671.37","696.01","696.01","664.46","","-3.49%"
"10/01/2018","695.66","657.84","701.10","653.53","","5.81%"
"09/01/2018","657.49","681.63","701.17","656.17","","-3.46%"
"08/01/2018","681.05","637.24","683.81","637.24","","6.90%"
"07/01/2018","637.12","653.94","664.90","636.09","","-2.54%"
"06/01/2018","653.71","630.59","655.91","626.15","","3.70%"
"05/01/2018","630.39","613.36","639.70","613.11","","2.81%"
"04/01/2018","613.18","603.90","614.34","593.46","","1.62%"
"03/01/2018","603.40","594.92","611.32","593.59","","1.46%"
"02/01/2018","594.74","602.30","605.78","586.92","","-1.23%"
"01/01/2018","602.15","615.43","615.43","597.27","","-2.03%"
"12/01/2017","614.65","648.50","657.70","613.40","","-5.00%"
"11/01/2017","647.00","636.45","649.26","625.38","","1.74%"
"10/01/2017","635.95","640.05","642.16","618.72","","-0.56%"
"09/01/2017","639.50","625.83","640.28","612.99","","2.37%"
"08/01/2017","624.70","649.49","655.35","622.74","","-3.76%"
"07/01/2017","649.10","663.83","667.99","643.73","","-2.31%"
"06/01/2017","664.43","672.87","674.58","657.88","","-1.25%"
"05/01/2017","672.85","667.05","682.03","664.58","","0.96%"
"04/01/2017","666.43","659.87","667.95","644.93","","1.10%"
"03/01/2017","659.21","650.25","670.82","647.95","","1.39%"
"02/01/2017","650.18","648.53","651.33","635.75","","0.36%"
"01/01/2017","647.85","669.79","675.53","643.35","","-3.20%"
"12/01/2016","669.29","675.99","679.10","647.13","","-0.92%"
"11/01/2016","675.49","652.50","681.66","644.60","","3.54%"
"10/01/2016","652.40","657.63","672.71","648.47","","-0.78%"
"09/01/2016","657.55","680.59","682.54","653.88","","-3.31%"
"08/01/2016","680.09","655.44","681.88","641.84","","3.86%"
"07/01/2016","654.84","661.90","668.61","645.98","","-1.01%"
"06/01/2016","661.50","692.53","696.78","657.15","","-4.42%"
"05/01/2016","692.07","661.00","700.20","658.06","","4.76%"
"04/01/2016","660.60","669.90","686.02","655.16","","-1.39%"
"03/01/2016","669.90","695.10","698.45","665.92","","-3.76%"
"02/01/2016","696.10","713.60","717.20","684.69","","-2.34%"
"01/01/2016","712.80","709.80","732.97","708.42","","0.70%"
"12/01/2015","707.85","710.70","713.17","689.10","","-0.37%"
"11/01/2015","710.47","691.50","717.80","686.50","","2.79%"
"10/01/2015","691.20","696.10","698.45","670.53","","-0.72%"
"09/01/2015","696.20","693.10","710.20","672.09","","0.52%"
"08/01/2015","692.57","674.50","709.21","672.30","","2.76%"
"07/01/2015","674.00","639.16","674.97","633.60","","5.49%"
"06/01/2015","638.92","618.20","640.35","617.65","","3.45%"
"05/01/2015","617.60","611.90","619.83","592.78","","1.08%"
"04/01/2015","611.00","624.40","625.22","604.38","","-2.08%"
"03/01/2015","624.00","617.36","643.57","615.93","","1.14%"
"02/01/2015","616.97","633.58","633.99","614.60","","-2.51%"
"01/01/2015","632.83","606.90","635.40","606.33","","4.36%"
"12/01/2014","606.40","608.32","623.35","604.58","","-0.25%"
"11/01/2014","607.94","575.42","608.80","575.24","","5.76%"
"10/01/2014","574.82","598.10","600.77","574.13","","-3.84%"
"09/01/2014","597.80","586.76","604.14","582.25","","1.97%"
"08/01/2014","586.26","572.09","596.47","569.68","","2.50%"
"07/01/2014","571.98","552.45","575.55","547.65","","3.56%"
"06/01/2014","552.30","549.53","560.59","547.77","","0.55%"
"05/01/2014","549.28","564.13","569.28","546.78","","-2.60%"
"04/01/2014","563.95","548.50","566.40","543.16","","2.87%"
"03/01/2014","548.22","558.70","577.06","548.00","","-1.87%"
"02/01/2014","558.65","555.70","564.99","545.59","","0.61%"
"01/01/2014","555.27","526.40","557.35","525.60","","5.71%"
"12/01/2013","525.30","532.63","535.67","522.35","","-1.40%"
"11/01/2013","532.77","512.25","533.15","511.61","","4.03%"
"10/01/2013","512.15","504.92","513.50","491.92","","1.42%"
"09/01/2013","504.97","510.85","512.10","491.59","","-1.01%"
"08/01/2013","510.10","513.85","520.40","505.46","","-0.66%"
"07/01/2013","513.50","508.05","517.80","496.10","","1.22%"
"06/01/2013","507.30","501.10","517.52","490.70","","1.52%"
"05/01/2013","499.70","470.95","501.79","468.52","","6.14%"
"04/01/2013","470.80","472.15","479.70","465.65","","-0.13%"
"03/01/2013","471.40","473.75","475.30","470.55","","-0.29%"
"02/01/2013","472.75","471.30","474.40","470.05","","0.40%"
"01/01/2013","470.85","478.71","478.71","469.15","","-1.55%"
"12/01/2012","478.26","480.95","482.40","473.20","","-0.47%"
"11/01/2012","480.50","481.15","485.95","475.40","","-0.04%"
"10/01/2012","480.70","474.70","483.60","469.75","","1.36%"
"09/01/2012","474.25","480.27","481.75","467.00","","-1.16%"
"08/01/2012","479.82","482.75","486.27","473.42","","-0.51%"
"07/01/2012","482.30","500.75","500.75","480.65","","-3.60%"
"06/01/2012","500.30","516.70","522.85","494.00","","-3.09%"
"05/01/2012","516.25","485.05","521.42","480.00","","6.53%"
"04/01/2012","484.60","487.38","490.15","480.95","","-0.72%"
"03/01/2012","488.10","479.70","493.70","477.48","","1.77%"
"02/01/2012","479.60","491.15","491.60","473.42","","-2.40%"
"01/01/2012","491.40","518.70","520.25","483.92","","-5.36%"
"12/01/2011","519.25","515.00","524.70","506.95","","0.74%"
"11/01/2011","515.45","489.75","528.45","489.25","","5.25%"
"10/01/2011","489.75","528.50","535.85","488.85","","-5.95%"
"09/01/2011","520.75","462.30","529.25","459.25","","12.94%"
"08/01/2011","461.10","457.25","477.25","455.73","","0.83%"
"07/01/2011","457.30","466.60","468.65","455.15","","-2.11%"
"06/01/2011","467.15","465.50","475.75","465.52","","0.53%"
"05/01/2011","464.70","460.50","476.05","460.25","","0.96%"
"04/01/2011","460.30","477.00","479.90","458.95","","-3.60%"
"03/01/2011","477.50","474.90","487.95","471.35","","0.58%"
"02/01/2011","474.75","481.50","483.70","467.70","","-1.71%"
"01/01/2011","483.00","466.30","501.05","465.00","","3.26%"
"12/01/2010","467.75","485.50","487.25","467.25","","-3.95%"
"11/01/2010","487.00","492.75","493.25","475.75","","-0.41%"
"10/01/2010","489.00","483.50","496.15","473.80","","1.14%"
"09/01/2010","483.50","502.80","503.05","482.50","","-3.89%"
"08/01/2010","503.05","517.75","519.15","497.55","","-3.49%"
"07/01/2010","521.25","546.05","548.25","516.25","","-4.54%"
"06/01/2010","546.05","530.25","549.95","527.55","","2.98%"
"05/01/2010","530.25","518.95","553.55","516.75","","2.18%"
"04/01/2010","518.95","524.75","529.05","512.55","","-1.11%"
"03/01/2010","524.75","524.75","536.55","506.95","","0.00%"
"02/01/2010","524.75","523.75","550.55","521.75","","0.12%"
"01/01/2010","524.10","504.40","536.00","487.80","","3.28%"
"12/01/2009","507.45","496.05","509.75","492.65","","1.99%"
"11/01/2009","497.55","530.25","532.40","486.05","","-6.29%"
"10/01/2009","530.95","549.25","560.25","529.75","","-3.42%"
"09/01/2009","549.75","553.75","560.35","538.25","","-0.72%"
"08/01/2009","553.75","541.05","560.45","536.05","","2.35%"
"07/01/2009","541.05","533.75","554.15","529.05","","1.46%"
"06/01/2009","533.25","564.75","569.55","525.75","","-5.09%"
"05/01/2009","561.85","584.25","584.55","556.75","","-3.42%"
"04/01/2009","581.75","582.30","605.75","573.25","","-0.19%"
"03/01/2009","582.85","596.75","619.75","570.25","","-2.34%"
"02/01/2009","596.80","617.00","628.25","574.25","","-3.27%"
"01/01/2009","617.00","637.25","649.75","606.55","","-3.29%"
"12/01/2008","638.00","662.80","681.00","624.10","","-3.49%"
"11/01/2008","661.05","668.75","683.75","624.25","","-1.37%"
"10/01/2008","670.25","554.35","683.45","551.05","","21.35%"
"09/01/2008","552.35","512.70","558.95","512.70","","7.72%"
"08/01/2008","512.75","504.25","524.85","503.25","","1.69%"
"07/01/2008","504.25","524.40","535.45","485.50","","-3.89%"
"06/01/2008","524.65","480.20","529.25","477.20","","9.20%"
"05/01/2008","480.45","461.90","481.95","461.85","","3.96%"
"04/01/2008","462.15","436.85","465.35","433.10","","5.74%"
"03/01/2008","437.08","454.40","458.02","429.10","","-3.86%"
"02/01/2008","454.65","464.10","477.55","451.32","","-2.09%"
"01/01/2008","464.35","497.70","499.05","461.30","","-6.75%"
"12/01/2007","497.95","505.70","507.95","494.40","","-1.58%"
"11/01/2007","505.95","492.50","517.25","492.50","","2.68%"
"10/01/2007","492.75","510.75","511.25","491.70","","-3.57%"
"09/01/2007","510.98","523.60","524.70","508.50","","-2.44%"
"08/01/2007","523.75","521.30","529.65","517.10","","0.42%"
"07/01/2007","521.55","527.30","527.65","511.60","","-1.14%"
"06/01/2007","527.55","525.50","531.05","522.70","","0.37%"
"05/01/2007","525.60","525.35","528.10","516.00","","0.01%"
"04/01/2007","525.55","539.50","540.25","525.00","","-2.61%"
"03/01/2007","539.65","539.10","543.55","534.00","","0.06%"
"02/01/2007","539.35","544.65","549.75","533.20","","-1.01%"
"01/01/2007","544.83","531.00","546.78","531.00","","2.34%"
"12/01/2006","532.35","525.90","535.85","523.50","","1.18%"
"11/01/2006","526.15","525.50","531.25","522.40","","0.08%"
"10/01/2006","525.75","534.70","538.95","521.90","","-1.75%"
"09/01/2006","535.10","540.50","542.40","534.70","","-1.09%"
"08/01/2006","541.00","540.60","546.70","529.20","","0.05%"
"07/01/2006","540.75","539.00","546.85","535.50","","0.28%"
"06/01/2006","539.25","533.10","551.55","527.30","","1.13%"
"05/01/2006","533.20","514.50","534.00","511.45","","3.58%"
"04/01/2006","514.75","527.01","527.40","508.80","","-2.36%"
"03/01/2006","527.20","515.70","537.39","515.25","","1.92%"
"02/01/2006","517.25","526.25","533.85","515.00","","-1.75%"
"01/01/2006","526.48","516.00","538.02","510.50","","2.37%"
"12/01/2005","514.30","517.00","519.75","508.00","","-0.47%"
"11/01/2005","516.75","544.00","547.70","514.65","","-5.01%"
"10/01/2005","544.00","529.50","548.65","523.00","","2.69%"
"09/01/2005","529.75","542.50","543.35","528.05","","-2.40%"
"08/01/2005","542.75","562.00","563.25","530.50","","-3.43%"
"07/01/2005","562.00","577.60","587.30","560.00","","-2.74%"
"06/01/2005","577.85","581.50","594.85","576.60","","-0.88%"
"05/01/2005","583.00","582.25","584.70","568.70","","0.11%"
"04/01/2005","582.38","585.75","590.12","570.50","","-0.62%"
"03/01/2005","586.00","573.90","594.25","573.90","","1.96%"
"02/01/2005","574.75","582.00","586.25","561.00","","-1.42%"
"01/01/2005","583.00","555.50","590.05","555.50","","4.90%"
"12/01/2004","555.75","588.70","595.20","555.50","","-5.62%"
"11/01/2004","588.85","611.25","611.90","585.70","","-3.70%"
"10/01/2004","611.50","610.10","619.25","593.50","","0.16%"
"09/01/2004","610.50","627.00","628.90","604.40","","-2.51%"
"08/01/2004","626.25","643.00","646.25","623.50","","-2.62%"
"07/01/2004","643.12","633.00","647.08","620.25","","1.43%"
"06/01/2004","634.05","640.00","652.65","632.30","","-1.01%"
"05/01/2004","640.50","622.85","650.00","619.20","","2.80%"
"04/01/2004","623.08","612.50","628.72","593.30","","1.98%"
"03/01/2004","611.00","589.50","626.70","584.50","","3.60%"
"02/01/2004","589.75","583.00","605.25","568.80","","0.98%"
"01/01/2004","584.05","592.85","602.55","556.00","","-1.53%"
"12/01/2003","593.12","618.50","621.27","590.00","","-4.57%"
"11/01/2003","621.55","626.80","635.25","614.00","","-0.79%"
"10/01/2003","626.50","660.80","663.55","625.20","","-5.23%"
"09/01/2003","661.05","697.00","697.95","653.20","","-5.19%"
"08/01/2003","697.25","707.50","714.95","696.00","","-1.48%"
"07/01/2003","707.75","699.00","708.15","694.40","","1.22%"
"06/01/2003","699.25","711.20","719.45","695.00","","-1.71%"
"05/01/2003","711.45","702.00","716.45","692.90","","1.31%"
"04/01/2003","702.25","733.00","733.55","702.00","","-4.26%"
"03/01/2003","733.50","749.00","759.80","723.00","","-2.09%"
"02/01/2003","749.15","731.00","757.45","731.00","","1.89%"
"01/01/2003","735.25","720.00","741.25","707.40","","2.08%"
"12/01/2002","720.25","702.20","722.25","691.00","","2.34%"
"11/01/2002","703.75","726.50","727.25","695.40","","-3.16%"
"10/01/2002","726.75","749.00","761.95","726.00","","-3.00%"
"09/01/2002","749.25","709.00","752.55","707.80","","5.64%"
"08/01/2002","709.25","706.70","717.75","690.50","","0.29%"
"07/01/2002","707.20","686.00","707.80","685.00","","3.07%"
"06/01/2002","686.15","655.40","706.45","655.40","","4.67%"
"05/01/2002","655.55","646.70","661.85","646.70","","1.34%"
"04/01/2002","646.85","656.00","665.15","638.80","","-1.46%"
"03/01/2002","656.45","672.00","673.25","653.20","","-2.34%"
"02/01/2002","672.15","678.50","690.75","669.50","","-0.96%"
"01/01/2002","678.65","661.00","686.65","645.00","","2.65%"
"12/01/2001","661.15","683.50","685.25","651.00","","-3.64%"
"11/01/2001","686.15","713.50","718.15","667.85","","-3.85%"
"10/01/2001","713.65","692.95","719.45","692.95","","2.96%"
"09/01/2001","693.15","664.45","699.85","662.50","","4.27%"
"08/01/2001","664.75","670.10","693.75","653.50","","-0.82%"
"07/01/2001","670.25","631.60","674.35","630.00","","6.09%"
"06/01/2001","631.75","610.80","632.85","605.80","","3.40%"
"05/01/2001","610.95","600.70","612.00","599.40","","1.68%"
"04/01/2001","600.85","595.40","606.85","593.80","","0.89%"
"03/01/2001","595.55","574.14","596.95","571.80","","3.71%"
"02/01/2001","574.22","561.10","574.42","555.90","","2.29%"
"01/01/2001","561.35","573.15","576.95","560.60","","-2.16%"
"12/01/2000","573.75","578.60","578.75","569.85","","-0.76%"
"11/01/2000","578.15","570.20","581.05","569.00","","1.37%"
"10/01/2000","570.35","563.30","578.75","557.35","","1.17%"
"09/01/2000","563.75","561.90","572.15","559.25","","0.30%"
"08/01/2000","562.05","554.70","565.25","541.60","","1.17%"
"07/01/2000","555.55","538.10","558.45","531.40","","2.93%"
"06/01/2000","539.75","523.30","540.05","519.10","","2.96%"
"05/01/2000","524.25","514.85","526.70","513.30","","1.75%"
"04/01/2000","515.25","503.30","516.85","502.20","","2.38%"
"03/01/2000","503.25","502.00","508.95","500.10","","0.15%"
"02/01/2000","502.50","517.50","519.55","500.20","","-2.98%"
"01/01/2000","517.95","527.80","531.65","509.50","","-2.23%"
"12/01/1999","529.75","545.20","547.00","525.45","","-2.84%"
"11/01/1999","545.25","546.80","551.95","536.40","","-0.40%"
"10/01/1999","547.45","531.60","549.15","528.90","","3.28%"
"09/01/1999","530.05","516.00","532.95","515.80","","2.55%"
"08/01/1999","516.85","513.00","517.85","509.25","","0.80%"
"07/01/1999","512.75","515.00","523.05","510.70","","-1.16%"
"06/01/1999","518.75","489.70","520.05","489.70","","5.71%"
"05/01/1999","490.75","483.50","498.05","475.50","","1.34%"
"04/01/1999","484.25","484.50","487.75","473.50","","-0.21%"
"03/01/1999","485.25","501.00","503.25","481.50","","-3.34%"
"02/01/1999","502.00","487.00","504.50","486.80","","2.65%"
"01/01/1999","489.05","472.40","489.55","467.70","","3.34%"
"12/01/1998","473.25","467.90","476.25","467.80","","1.13%"
"11/01/1998","467.95","461.70","468.75","459.50","","1.16%"
"10/01/1998","462.60","466.80","468.45","457.20","","-0.91%"
"09/01/1998","466.85","473.20","475.25","464.50","","-1.41%"
"08/01/1998","473.55","467.80","474.65","467.70","","1.48%"
"07/01/1998","466.65","470.00","470.15","459.00","","-0.82%"
"06/01/1998","470.50","455.40","470.50","454.35","","3.30%"
"05/01/1998","455.45","452.80","455.85","451.50","","0.57%"
"04/01/1998","452.85","453.10","455.65","451.20","","-0.13%"
"03/01/1998","453.45","448.70","455.15","448.50","","0.89%"
"02/01/1998","449.45","454.00","454.85","439.70","","-1.22%"
"01/01/1998","455.00","439.00","472.50","438.50","","3.76%"
"12/01/1997","438.50","435.50","442.50","434.00","","0.34%"
"11/01/1997","437.00","419.00","439.50","416.30","","3.57%"
"10/01/1997","421.95","413.90","424.95","411.30","","1.86%"
"09/01/1997","414.25","415.30","416.25","413.60","","-0.22%"
"08/01/1997","415.15","416.70","417.25","411.90","","-0.38%"
"07/01/1997","416.75","416.15","417.45","415.15","","0.12%"
"06/01/1997","416.25","418.70","419.05","415.20","","-0.63%"
"05/01/1997","418.88","418.30","419.52","417.00","","0.05%"
"04/01/1997","418.65","415.45","419.50","414.90","","0.72%"
"03/01/1997","415.65","412.50","415.95","411.80","","0.61%"
"02/01/1997","413.15","419.60","419.75","411.50","","-1.67%"
"01/01/1997","420.15","423.60","428.25","419.00","","-0.99%"
"12/01/1996","424.35","421.20","425.35","418.20","","0.83%"
"11/01/1996","420.85","420.00","422.25","417.00","","0.14%"
"10/01/1996","420.25","413.10","421.25","411.35","","1.67%"
"09/01/1996","413.35","411.00","413.35","410.30","","0.52%"
"08/01/1996","411.20","410.00","413.50","409.40","","0.15%"
"07/01/1996","410.60","410.30","412.15","407.90","","0.06%"
"06/01/1996","410.35","407.90","412.85","407.50","","0.51%"
"05/01/1996","408.25","406.60","410.05","401.55","","0.37%"
"04/01/1996","406.75","411.50","411.75","405.70","","-1.13%"
"03/01/1996","411.40","412.40","412.60","409.30","","-0.23%"
"02/01/1996","412.35","410.80","413.75","408.40","","0.27%"
"01/01/1996","411.25","405.90","414.75","403.50","","1.23%"
"12/01/1995","406.25","412.40","413.15","404.90","","-1.57%"
"11/01/1995","412.75","415.80","418.55","403.70","","-0.58%"
"10/01/1995","415.15","400.50","416.95","400.00","","3.53%"
"09/01/1995","401.00","394.00","401.30","390.00","","1.78%"
"08/01/1995","394.00","379.30","397.30","378.70","","3.67%"
"07/01/1995","380.05","373.10","385.15","372.00","","1.81%"
"06/01/1995","373.30","377.40","379.70","366.40","","-1.11%"
"05/01/1995","377.50","388.50","389.30","369.80","","-2.89%"
"04/01/1995","388.75","403.00","403.25","387.00","","-3.57%"
"03/01/1995","403.15","410.30","418.95","402.90","","-1.78%"
"02/01/1995","410.45","410.30","419.35","406.00","","-0.02%"
"01/01/1995","410.55","400.80","411.35","400.80","","2.37%"
"12/01/1994","401.05","401.00","406.85","397.00","","-0.36%"
"11/01/1994","402.50","410.60","418.00","400.00","","-2.03%"
"10/01/1994","410.85","412.00","416.55","408.80","","-0.32%"
"09/01/1994","412.15","417.75","417.90","411.40","","-1.43%"
"08/01/1994","418.15","422.80","423.05","415.85","","-1.32%"
"07/01/1994","423.75","419.70","424.40","417.55","","1.25%"
"06/01/1994","418.50","421.50","424.10","416.70","","-0.72%"
"05/01/1994","421.55","424.70","427.75","421.20","","-0.87%"
"04/01/1994","425.25","426.50","428.85","420.60","","-0.30%"
"03/01/1994","426.55","428.70","433.65","425.45","","-0.61%"
"02/01/1994","429.15","430.35","431.15","426.00","","-0.51%"
"01/01/1994","431.35","428.00","434.60","428.00","","0.67%"
"12/01/1993","428.50","418.90","432.90","418.90","","2.26%"
"11/01/1993","419.05","411.85","421.85","409.60","","1.65%"
"10/01/1993","412.25","411.30","413.70","411.10","","0.34%"
"09/01/1993","410.85","408.45","410.95","406.30","","0.61%"
"08/01/1993","408.35","406.20","409.30","405.70","","0.59%"
"07/01/1993","405.95","414.00","415.65","403.20","","-2.06%"
"06/01/1993","414.50","416.00","416.50","407.50","","-0.53%"
"05/01/1993","416.70","415.00","422.50","413.00","","0.17%"
"04/01/1993","416.00","404.00","416.50","401.70","","2.84%"
"03/01/1993","404.50","395.50","405.20","394.70","","2.02%"
"02/01/1993","396.50","386.00","397.00","385.70","","2.89%"
"01/01/1993","385.35","383.70","388.35","382.50","","1.01%"
"12/01/1992","381.50","381.50","383.50","376.50","","-0.07%"
"11/01/1992","381.75","374.00","381.95","373.00","","1.39%"
"10/01/1992","376.50","380.50","381.00","373.50","","-1.31%"
"09/01/1992","381.50","386.50","389.00","377.50","","-1.29%"
"08/01/1992","386.50","365.50","388.00","365.50","","5.60%"
"07/01/1992","366.00","356.00","370.00","355.50","","1.81%"
"06/01/1992","359.50","352.00","361.50","350.00","","2.13%"
"05/01/1992","352.00","352.50","356.00","347.00","","-0.14%"
"04/01/1992","352.50","352.00","355.50","351.00","","-0.84%"
"03/01/1992","355.50","355.00","359.50","347.50","","1.28%"
"02/01/1992","351.00","350.50","358.50","349.00","","-0.99%"
"01/01/1992","354.50","353.00","379.00","353.00","","-6.46%"
"12/01/1991","379.00","378.00","381.50","369.50","","2.71%"
"11/01/1991","369.00","368.50","372.00","360.00","","2.36%"
"10/01/1991","360.50","360.00","361.50","358.00","","0.00%"
"09/01/1991","360.50","360.00","361.00","357.50","","1.55%"
"08/01/1991","355.00","354.50","355.00","347.50","","2.01%"
"07/01/1991","348.00","347.50","350.50","346.00","","0.22%"
"06/01/1991","347.25","346.50","349.25","339.50","","1.54%"
"05/01/1991","342.00","341.50","343.50","338.00","","0.96%"
"04/01/1991","338.75","338.00","346.25","337.50","","-1.95%"
"03/01/1991","345.50","345.00","348.50","339.50","","1.62%"
"02/01/1991","340.00","339.50","340.00","339.00","","-0.58%"
"01/01/1991","342.00","341.00","342.00","341.00","","2.93%"
"12/01/1990","332.25","331.50","332.25","331.50","","0.00%"
