Date,Price,Open,High,Low,Vol.,Change %
5/01/1991,0.964,1.0485,1.068,0.962,89.29K,-8.28%
4/01/1991,1.051,1.057,1.106,1.045,13.22K,-0.38%
3/01/1991,1.055,1.103,1.115,1.052,69.59K,-5.38%
2/01/1991,1.115,1.0575,1.123,1.044,11.19K,5.69%
1/01/1991,1.055,1.1625,1.197,1.023,116.28K,-9.71%
12/01/1990,1.1685,1.09,1.178,1.008,13.80K,7.70%
11/01/1990,1.085,1.122,1.165,1.081,1.05K,-4.45%
10/01/1990,1.1355,1.172,1.233,1.116,123.05K,-4.42%
9/01/1990,1.188,1.254,1.3255,1.173,13.36K,-6.09%
8/01/1990,1.265,1.2325,1.315,1.213,0.90K,3.18%
7/01/1990,1.226,1.1385,1.266,1.128,98.45K,7.54%
6/01/1990,1.14,1.094,1.16,1.065,20.53K,5.36%
5/01/1990,1.082,1.1065,1.1925,1.083,110.34K,-0.64%
4/01/1990,1.089,1.19,1.205,1.072,7.26K,-7.79%
3/01/1990,1.181,1.091,1.224,1.086,120.63K,9.10%
2/01/1990,1.0825,0.98,1.1075,0.972,7.22K,10.69%
1/01/1990,0.978,1.045,1.125,0.95,117.39K,-8.08%
12/01/1989,1.064,1.0975,1.0975,1.025,4.99K,-2.74%
11/01/1989,1.094,1.1745,1.19,1.074,0.80K,-5.40%
10/01/1989,1.1565,1.275,1.35,1.137,1.09K,9152.00%
9/01/1989,0.0125,1.251,1.255,1.245,0.04K,-99.06%
8/01/1989,1.3345,1.3345,1.3345,1.3345,,16.50%
7/01/1989,1.1455,1.02,1.138,1.02,0.06K,6.41%
6/01/1989,1.0765,1.139,1.139,1.0765,0.10K,-7.28%
5/01/1989,1.161,1.261,1.261,1.261,0.00K,-15.32%
4/01/1989,1.371,1.4,1.4,1.4,0.00K,6.69%
3/01/1989,1.285,1.41,1.41,1.408,0.03K,-4.96%
2/01/1989,1.352,1.3765,1.3765,1.3765,,-0.95%
1/01/1989,1.365,1.378,1.5255,1.378,0.15K,-2.33%
12/01/1988,1.3975,1.413,1.44,1.3325,0.10K,10.26%
11/01/1988,1.2675,1.2675,1.2675,1.2675,,10.89%
10/01/1988,1.143,1.143,1.103,1.143,,17.29%
9/01/1988,0.9745,0.9745,0.9745,0.9745,,2.15%
8/01/1988,0.954,0.954,0.954,0.954,,8.90%
